WORD,COUNT
ats,6
forms,6
astonished,6
kill,6
ght,6
fty,6
thousand,6
becomes,6
months,6
current,6
Speech,6
forgot,6
endured,6
ordered,6
wards,6
Stoors,6
Eriador,6
eaves,6
preserved,6
relatives,6
when,6
drinking,6
Thus,6
tough,6
due,6
movements,6
possess,6
Back,6
Westmarch,6
information,6
bind,6
throne,6
league,6
sung,5
urgently,5
Shadows,5
refuge,5
Gilthoniel,5
waved,5
woven,5
lid,5
skin,5
curving,5
ery,5
cure,5
southwest,5
share,5
forgive,5
cloaked,5
whispers,5
guessing,5
forty,5
oldest,5
wooden,5
Speak,5
nameless,5
Our,5
pages,5
Duedain,5
Presently,5
Theyre,5
habit,5
concerns,5
blinding,5
nose,5
dew,5
store,5
Smials,5
defence,5
greet,5
chin,5
lingered,5
unbroken,5
Nor,5
eagle,5
veil,5
timid,5
tiring,5
ripe,5
roll,5
health,5
uncovered,5
mufed,5
outwards,5
fairest,5
towered,5
Argonath,5
lip,5
hadnt,5
killed,5
sail,5
Elven,5
tremble,5
gnarled,5
drank,5
beloved,5
Loudwater,5
splendour,5
gardens,5
elventongue,5
hid,5
dawned,5
Second,5
bubbling,5
born,5
haze,5
peeping,5
Together,5
creaking,5
dying,5
depends,5
hedges,5
hunters,5
barred,5
menacing,5
Fool,5
Tale,5
fare,5
arched,5
clapping,5
damp,5
hopeful,5
strayed,5
splash,5
cakes,5
gifts,5
Tinuiel,5
spy,5
tumbled,5
recent,5
beating,5
searched,5
retreated,5
fro,5
tomb,5
demanded,5
uneasily,5
gloomy,5
starry,5
admit,5
messengers,5
robes,5
Middle,5
avail,5
guards,5
peaceful,5
swayed,5
letting,5
heal,5
audience,5
measure,5
streams,5
anvil,5
She,5
slower,5
preferred,5
accounted,5
waterlilies,5
hundreds,5
hewn,5
maintained,5
creak,5
record,5
Thain,5
Erestor,5
glancing,5
healed,5
steered,5
shake,5
authority,5
wars,5
Saurons,5
ance,5
quiver,5
bade,5
dike,5
noble,5
skirts,5
should,5
landing,5
lock,5
swam,5
changes,5
accustomed,5
indoors,5
glistening,5
generous,5
treeless,5
Would,5
oft,5
halings,5
Anor,5
akes,5
whats,5
ringing,5
breathless,5
creep,5
deserted,5
suggested,5
stern,5
lantern,5
bar,5
lilies,5
bodies,5
Willow,5
captain,5
countless,5
Guldur,5
freely,5
specks,5
hastened,5
Morgul,5
entrance,5
trodden,5
xed,5
Next,5
cavernous,5
latter,5
meadows,5
waves,5
Dain,5
struggling,5
unlikely,5
generally,5
thank,5
candle,5
paved,5
tangled,5
thicket,5
mixed,5
Free,5
fences,5
lling,5
overshadowed,5
mood,5
languages,5
wife,5
failing,5
glimpsed,5
3,5
scrambled,5
streamed,5
member,5
mud,5
mirrored,5
ies,5
overcome,5
treetops,5
decision,5
relations,5
puffed,5
suspicious,5
Heed,5
shrouded,5
occasionally,5
Golden,5
Nonetheless,5
ease,5
remark,5
hissing,5
wells,5
fellows,5
Staddle,5
relight,5
pany,5
threatening,5
concealed,5
belong,5
causeway,5
Balins,5
War,5
curiously,5
reputation,5
begins,5
kicked,5
chasm,5
visited,5
notion,5
handed,5
choosing,5
wonderful,5
bags,5
ful,5
vanishing,5
heavier,5
elanor,5
weeping,5
sale,5
Eregion,5
avoid,5
begging,5
Tree,5
Begging,5
trespassing,5
shades,5
Dragon,5
Rapids,5
mortals,5
Hallo,5
Which,5
patch,5
Five,5
Terror,5
bold,5
victory,5
cave,5
puzzled,5
maker,5
heat,5
visions,5
silly,5
Chamber,5
arrival,5
solid,5
loose,5
Mazarbul,5
departure,5
swirling,5
channel,5
sud,5
vote,5
oated,5
smiths,5
breathe,5
chains,5
eight,5
resist,5
knives,5
crowd,5
catching,5
roar,5
sh,5
polished,5
both,5
terribly,5
aint,5
dragon,5
building,5
October,5
fearless,5
elm,5
closing,5
animal,5
fth,5
dwelling,5
any,5
collected,5
brighter,5
June,5
Gap,5
sheath,5
uttering,5
strangely,5
Certainly,5
Lhaw,5
staggered,5
miller,5
torment,5
hollows,5
locked,5
defeated,5
lightning,5
Lrien,5
cause,5
rushed,5
related,5
riddles,5
chapters,5
person,5
remembering,5
direct,5
nasty,5
counsels,5
local,5
swimming,5
Sleep,5
Therefore,5
Hoarwell,5
Mrs,5
regions,5
farmers,5
forsaken,5
promise,5
treacherous,5
gladly,5
senses,5
tipped,5
kinds,5
Mount,5
crumbling,5
introduced,5
fountains,5
courses,5
lofty,5
doubtless,5
bristling,5
weapon,5
hell,5
murder,5
Be,5
dearly,5
realized,5
general,5
pieces,5
sell,5
expecting,5
ninetynine,5
basin,5
natural,5
misty,5
shears,5
Harfoots,5
immediately,5
drums,5
footsteps,5
mallorn,5
latest,5
per,5
aided,5
guest,5
greeted,5
protection,5
lucky,5
Wheres,5
thee,5
2,5
City,5
withstand,5
faster,5
beheld,5
takes,5
wretched,5
largely,5
answering,5
drop,5
cat,5
Quite,4
suspect,4
Halings,4
warnings,4
Barley,4
fragrance,4
Pity,4
pathless,4
willingly,4
wed,4
Wizard,4
questioned,4
blurred,4
Willowman,4
horns,4
Farthings,4
does,4
disappearing,4
trudged,4
kindness,4
Gwaihir,4
Hot,4
affairs,4
rushes,4
uncomfortable,4
apple,4
dismayed,4
steady,4
wicked,4
weighed,4
hesitating,4
galloped,4
unexpectedly,4
Proudfoot,4
Heres,4
occurred,4
risen,4
eh,4
exceedingly,4
scratched,4
Drink,4
seeming,4
overhung,4
widening,4
Hear,4
required,4
Cracks,4
grasp,4
Khazaddum,4
quivering,4
released,4
toil,4
weeks,4
future,4
exactly,4
interrupted,4
shield,4
selection,4
bough,4
bog,4
bits,4
item,4
trailed,4
hunt,4
bounds,4
Outsiders,4
Hoy,4
nuisance,4
arose,4
tone,4
steeds,4
lined,4
sake,4
nephew,4
lasting,4
merrily,4
basket,4
entirely,4
Proudfoots,4
Inn,4
Bolgers,4
quaking,4
grandmother,4
title,4
likes,4
deepened,4
theyll,4
shoes,4
Armies,4
doomed,4
considered,4
grassy,4
portageway,4
hunger,4
pondered,4
everyone,4
splendid,4
assailed,4
choked,4
mines,4
dells,4
ow,4
Wind,4
Riverdaughter,4
amiss,4
paddled,4
wholesome,4
dreary,4
struggle,4
faced,4
beware,4
summit,4
insisted,4
emptiness,4
journeying,4
selves,4
attacked,4
snakes,4
encouraged,4
ridden,4
blaze,4
yell,4
Along,4
chilled,4
Marshes,4
hint,4
importance,4
hopefully,4
pillar,4
challenge,4
ships,4
lips,4
fails,4
urged,4
ew,4
fuel,4
ftieth,4
summers,4
piece,4
rules,4
fashioned,4
sold,4
slimy,4
grateful,4
false,4
sup,4
weak,4
domain,4
World,4
echoes,4
murmur,4
reply,4
designs,4
honest,4
pursuers,4
reports,4
lest,4
Much,4
cursing,4
dripping,4
hosts,4
Oin,4
perceive,4
alike,4
unusually,4
crouched,4
faithful,4
SBs,4
hate,4
sniff,4
remainder,4
crouching,4
tight,4
Thror,4
sway,4
copies,4
encircling,4
befallen,4
clouded,4
Cerin,4
valleys,4
Turning,4
fragrant,4
midnight,4
knocking,4
complete,4
skilful,4
dungeons,4
Eagles,4
shire,4
proudly,4
prospect,4
whip,4
wolf,4
peak,4
Morning,4
Gimlis,4
virtue,4
founded,4
blazing,4
4,4
preparations,4
smaller,4
Westgate,4
shaven,4
nightly,4
Nay,4
darkened,4
brave,4
loop,4
youd,4
shift,4
swirled,4
Stars,4
ridges,4
Beornings,4
Luhien,4
stole,4
contained,4
sticks,4
twinkled,4
blank,4
thither,4
pouring,4
invitations,4
grasses,4
shimmered,4
Lords,4
shapeless,4
roared,4
rockwall,4
carts,4
bidding,4
Hell,4
Wood,4
nonsense,4
Elvenfolk,4
pinnacle,4
Another,4
Ride,4
Steady,4
glen,4
Has,4
echoing,4
farm,4
wisps,4
Appendix,4
Years,4
stowed,4
Run,4
strip,4
Woody,4
showing,4
maps,4
falter,4
brooch,4
rustled,4
yawned,4
hillsides,4
leapt,4
nor,4
camped,4
winds,4
deserve,4
tion,4
rises,4
Naith,4
Nuenor,4
trotted,4
fairer,4
plumes,4
excitement,4
sorts,4
sixty,4
sturdy,4
remarkable,4
disappearance,4
leap,4
lap,4
circling,4
woodlands,4
effect,4
Lothloren,4
pearl,4
annoyed,4
foothills,4
overcame,4
praise,4
Western,4
Queen,4
plight,4
Snowwhite,4
awoke,4
safety,4
elfhorse,4
Listen,4
waned,4
eleventyone,4
Immediately,4
hoarse,4
longing,4
doorstep,4
reaches,4
travelled,4
demand,4
Buck,4
sweep,4
hissed,4
Right,4
range,4
trafc,4
job,4
Quickly,4
Northward,4
outlandish,4
jogging,4
blindfold,4
rooted,4
ickered,4
meat,4
perfect,4
polite,4
explanation,4
neighbour,4
folks,4
doubts,4
Fare,4
saddle,4
Gaffers,4
Lothlorin,4
shoot,4
bole,4
Small,4
lean,4
Tomorrow,4
Pass,4
ower,4
holly,4
pierce,4
mothers,4
Celebrant,4
staying,4
noses,4
Lorien,4
child,4
hindered,4
sunk,4
rooms,4
frost,4
pushing,4
pulling,4
reluctantly,4
withdrawn,4
havens,4
moored,4
chieftains,4
5,4
remnant,4
inwards,4
shutters,4
thinner,4
ourselves,4
tapping,4
allies,4
shafts,4
nest,4
script,4
goodbye,4
Chetwood,4
forgetting,4
despaired,4
branching,4
foaming,4
manner,4
desires,4
Common,4
Arnor,4
arisen,4
obtained,4
Fornost,4
hinder,4
plans,4
tossing,4
Elflords,4
talks,4
Youd,4
foggy,4
facing,4
yield,4
breathing,4
corslet,4
aloft,4
clambered,4
wearily,4
Trolls,4
awe,4
Com,4
bridges,4
Sirannon,4
forwards,4
nodding,4
Captain,4
doesnt,4
dust,4
clutched,4
stretching,4
yours,4
Angmar,4
rare,4
strands,4
cleft,4
desolate,4
disaster,4
Valandil,4
bloom,4
sunshine,4
few,4
safely,4
impatiently,4
district,4
lasts,4
corridor,4
reside,4
heeded,4
dish,4
dived,4
spear,4
labours,4
similar,4
eyed,4
opens,4
mended,4
Varda,4
explored,4
circlet,4
hideous,4
bell,4
afford,4
possibly,4
westering,4
depart,4
crooked,4
hem,4
gatekeeper,4
bay,4
handle,4
cursed,4
loneliness,4
bows,4
gaping,4
Behold,4
bolt,4
Actually,4
double,4
slew,4
cracks,4
necessary,4
bathe,4
Brown,4
villages,4
bolted,4
cheat,4
brick,4
plot,4
Hullo,4
mantelpiece,4
ponys,4
Unless,4
farthing,4
envelope,4
cured,4
inch,4
muddy,4
rapids,4
wailing,4
trace,4
scored,4
missing,4
shy,4
gripped,4
fastened,4
mugs,4
youth,4
Surely,4
suffer,4
merrymaking,4
ngering,4
drained,4
Hills,4
growth,4
marches,4
abominable,4
difculty,4
Darkness,4
pair,4
stems,4
besides,4
household,4
treetrunks,4
homelike,4
Entwash,4
lengthened,4
suspiciously,4
ercely,4
jewel,4
arent,4
plains,4
encouraging,4
ddle,4
Tindrock,4
treasures,4
deem,4
Bofn,4
ravine,4
stem,4
remaining,4
Shirehobbits,4
inhabited,4
arches,4
purposes,4
hewed,4
rewood,4
spend,4
generations,4
bark,4
curling,4
Bearer,4
worthy,4
square,4
astonishing,4
mentioned,4
pipeweed,4
border,4
origin,4
hunted,4
Southfarthing,4
repeat,4
hurled,4
play,4
ripples,4
histories,4
herbs,4
furlong,4
carven,4
nay,4
wellordered,4
cannot,4
solemnly,4
Southern,4
dillo,4
Whoa,4
escaping,4
horseman,4
wept,4
whined,4
page,4
Ettenmoors,4
presence,4
character,4
draws,4
Prancing,4
tramping,4
gather,4
shorter,4
piercing,4
dwells,4
necks,4
Elflord,4
supposed,4
thirsty,4
clearing,4
using,4
stagnant,3
urgent,3
unlike,3
Lands,3
News,3
milk,3
dried,3
tarry,3
uncouth,3
Nowhere,3
curiosity,3
fourth,3
Wolves,3
gasp,3
issued,3
conspiracy,3
survived,3
warily,3
tamed,3
clever,3
doubtful,3
Dear,3
Combe,3
midges,3
PONY,3
resting,3
politely,3
PRANCING,3
pause,3
sigh,3
heaved,3
torn,3
caution,3
wives,3
queen,3
Pippins,3
bottle,3
woollen,3
halting,3
poured,3
hobbitholes,3
assembled,3
assault,3
leaps,3
brook,3
rtrees,3
hey,3
shapely,3
splashing,3
mustering,3
girth,3
copper,3
windings,3
belts,3
blessed,3
bath,3
guided,3
reminded,3
beset,3
furniture,3
Midgewater,3
panions,3
foretell,3
fed,3
foresee,3
goodness,3
owering,3
plates,3
barrows,3
arrangement,3
patter,3
comforted,3
Except,3
lefthand,3
thickly,3
banner,3
His,3
joins,3
boundary,3
hed,3
glimmered,3
counting,3
ferry,3
packet,3
Theyve,3
deliver,3
thanks,3
birthdaypresents,3
After,3
stain,3
disappear,3
advancing,3
swifter,3
peeped,3
therein,3
backed,3
scramble,3
creaked,3
harp,3
sternly,3
icker,3
delve,3
mistaken,3
suspicion,3
stirring,3
kingly,3
breeches,3
gravest,3
slab,3
prying,3
tains,3
sore,3
Mark,3
permanent,3
Anduil,3
surprising,3
value,3
quickest,3
addressed,3
bag,3
where,3
inner,3
bundle,3
weatherstained,3
scabbard,3
battered,3
stolen,3
em,3
discussing,3
indignant,3
enjoyed,3
haps,3
grin,3
scowl,3
glimpses,3
Rory,3
animals,3
sullen,3
paces,3
Wolf,3
Grip,3
echoed,3
buy,3
nowhere,3
consider,3
chased,3
lads,3
backwards,3
den,3
Esgaroth,3
Arrows,3
slashed,3
dikes,3
welltended,3
warmth,3
shirt,3
inheritance,3
breakfasted,3
twentyrst,3
excellent,3
frowning,3
formless,3
subsided,3
wail,3
youngster,3
drown,3
studded,3
treetrunk,3
Swords,3
snapping,3
wonderfully,3
sweeping,3
widest,3
instruments,3
musical,3
cheers,3
thinks,3
undergrowth,3
ray,3
seed,3
spells,3
perish,3
stuffy,3
tunic,3
Youve,3
waistcoat,3
silk,3
e,3
terraces,3
jump,3
cheer,3
ditches,3
stores,3
miserably,3
winged,3
provisions,3
f,3
sundown,3
Perch,3
followers,3
cuts,3
Mortal,3
invitation,3
briey,3
connected,3
distantly,3
Hornblowers,3
towering,3
Bracegirdles,3
armour,3
Gross,3
dozen,3
alarming,3
troop,3
sloped,3
bling,3
span,3
colder,3
spears,3
slumber,3
swans,3
butteries,3
merrier,3
argue,3
Ilmarin,3
trusty,3
torches,3
subtle,3
crackers,3
Across,3
rockets,3
ights,3
lots,3
jagged,3
manage,3
toys,3
excited,3
pursuing,3
overlooked,3
Twice,3
haven,3
ques,3
bower,3
thanked,3
eve,3
strongest,3
ugly,3
blessing,3
surpassing,3
roadside,3
thongs,3
Southgate,3
wanderer,3
tents,3
poles,3
ropes,3
woodre,3
answers,3
greensward,3
ared,3
pretended,3
downs,3
worked,3
slid,3
Eldamar,3
fortunate,3
hoping,3
distressed,3
denser,3
pour,3
footfall,3
shorten,3
restlessly,3
Thursday,3
Ancient,3
fancied,3
trailing,3
oval,3
sward,3
rhyme,3
notched,3
anew,3
pennies,3
Inglorion,3
hasten,3
Riddermark,3
Hail,3
res,3
checked,3
G,3
oath,3
bigger,3
eyebrows,3
thy,3
cart,3
trie,3
hoods,3
Gondolin,3
lamplit,3
toiled,3
blending,3
packages,3
Dai,3
handsome,3
mirth,3
queerer,3
Hush,3
fallow,3
blazed,3
foreign,3
swirl,3
chests,3
hum,3
tidy,3
papers,3
decayed,3
Sackville,3
brand,3
crow,3
aming,3
Shore,3
Bucklanders,3
shifted,3
Boats,3
thread,3
lowlands,3
wither,3
Gorbadoc,3
glitter,3
mother,3
shudder,3
colours,3
Yonder,3
customer,3
yesterday,3
drownded,3
Down,3
decent,3
trot,3
seemingly,3
tide,3
shadowed,3
stirrups,3
Round,3
potatoes,3
foremost,3
prevented,3
Horselords,3
helms,3
joints,3
dressed,3
realize,3
elves,3
reminds,3
faltered,3
celebrate,3
departing,3
bathed,3
From,3
dripped,3
camping,3
Barrow,3
terms,3
tribute,3
swish,3
Brand,3
unfair,3
slammed,3
hobbitfolk,3
wakes,3
wheeling,3
marvel,3
sleeping,3
fox,3
announced,3
nod,3
Sud,3
screened,3
Silmaril,3
rwood,3
reading,3
plague,3
Rohirrim,3
discussed,3
hasty,3
block,3
sources,3
Elwing,3
law,3
folds,3
grandson,3
Barahir,3
wakened,3
bordered,3
Elessar,3
ribbon,3
watchers,3
howl,3
172,3
willowwand,3
request,3
descendants,3
homes,3
volumes,3
lineage,3
diary,3
withdrew,3
faggot,3
largest,3
wavering,3
century,3
awakened,3
ON,3
sick,3
frowned,3
confused,3
gulf,3
mallorntrees,3
22nd,3
murmuring,3
An,3
berry,3
replace,3
existence,3
Gold,3
steaming,3
leaess,3
satisfy,3
birthdaypresent,3
overheard,3
disturbing,3
strained,3
Eventually,3
strewn,3
reection,3
Evidently,3
instead,3
pleasure,3
wash,3
arrive,3
Someone,3
Ithil,3
girdle,3
strive,3
press,3
Monday,3
honey,3
apples,3
dragging,3
fol,3
ding,3
arranged,3
angrily,3
crashing,3
rumble,3
waterfall,3
shiver,3
springtime,3
reed,3
Thingol,3
selling,3
halts,3
guesses,3
orien,3
earlier,3
Towards,3
steer,3
Sundering,3
trough,3
derived,3
Following,3
eighth,3
spying,3
rippled,3
objected,3
beams,3
swinging,3
luminous,3
summon,3
darkling,3
Me,3
Were,3
Elfmagic,3
drifting,3
pedestal,3
Burden,3
eyeing,3
hearties,3
stalked,3
Bombadils,3
beam,3
knoll,3
maiden,3
April,3
Tall,3
miruvor,3
descend,3
hauled,3
Gamgees,3
delved,3
whirled,3
favour,3
travelling,3
evidently,3
rival,3
increased,3
ammen,3
profound,3
un,3
ished,3
Like,3
Watch,3
characters,3
With,3
Mugwort,3
cream,3
duty,3
Midsummer,3
Orodruin,3
Mayor,3
approved,3
unscathed,3
dignity,3
toiling,3
freeze,3
bucks,3
wounds,3
such,3
unchanged,3
greedy,3
growled,3
slap,3
prison,3
ment,3
await,3
credit,3
hopping,3
stab,3
guidance,3
fteen,3
mantle,3
hatred,3
Wizards,3
raiment,3
centuries,3
Bombadillo,3
refer,3
lift,3
hop,3
Star,3
beckoned,3
Longbottom,3
fouler,3
smoked,3
maidens,3
leads,3
Woodelves,3
remarks,3
follows,3
hythe,3
dozed,3
herb,3
scream,3
pipes,3
spoon,3
scorched,3
included,3
dealing,3
innumerable,3
Numnor,3
trial,3
twigs,3
10,3
Ai,3
gnawed,3
succeed,3
improved,3
tting,3
proof,3
thatched,3
recounted,3
drunk,3
isle,3
plainer,3
design,3
lowest,3
misgivings,3
sending,3
fewer,3
Westfarthing,3
trapped,3
furthest,3
tallest,3
having,3
dreaming,3
cared,3
9,3
banners,3
swan,3
occupied,3
quarter,3
cushions,3
prow,3
wove,3
sleepiness,3
temptation,3
resisted,3
straining,3
specially,3
amused,3
Orc,3
everywhere,3
suitable,3
Elrohir,3
disastrous,3
lowered,3
abode,3
1,3
dazzling,3
originally,3
dazzled,3
phial,3
8,3
desiring,3
Elladan,3
gurgling,3
reaching,3
sprawling,3
willowtree,3
sails,3
foe,3
handling,3
discovery,3
Elvenkings,3
felled,3
likeness,3
unwilling,3
buzzing,3
Deaol,3
Mathomhouse,3
Smeagol,3
stare,3
traces,3
footprints,3
grabbed,3
nonetheless,3
invasion,3
shed,3
Deagl,3
ar,3
clung,3
explore,3
beginnings,3
7,3
Smeaol,3
adding,3
most,3
moors,3
warrior,3
willows,3
bitterly,3
Valimar,3
waylaid,3
thousands,3
marching,3
spirit,3
Elvenking,3
valour,3
chapter,3
boggy,3
dates,3
Year,3
True,3
Shirereckoning,3
tarried,3
6,3
measured,3
twentieth,3
voyage,3
permission,3
brothers,3
thou,3
Spring,3
loremasters,3
looming,3
Belfalas,3
Westron,3
motionless,3
strokes,3
fore,3
traced,3
quavering,3
squinteyed,3
pines,3
Hold,3
Celebrimbor,3
dwindling,3
rapidly,3
sits,3
distress,3
adventurous,3
shows,3
Bandobras,3
examined,3
greygreen,3
revenge,3
Dunland,3
Tharbad,3
ssure,3
thankful,3
hitherto,3
Door,3
jolly,3
variety,3
grievous,3
helpless,3
treeroots,3
Standing,3
highlands,3
Fallohides,3
boot,3
blackened,3
Near,3
hazy,3
sliding,3
skins,3
debated,3
pride,3
menace,3
whereas,3
unused,3
evidence,3
Wandering,3
depressed,3
Lindir,3
Breelanders,3
learning,3
control,3
linger,3
rustling,3
pressing,3
unhindered,3
renowned,3
fortress,3
obtain,3
keeps,3
Mind,3
kin,3
faith,3
tioned,3
Elvenrings,3
powerful,3
locks,3
ous,3
guiding,3
Thranduil,3
whiter,3
battlement,3
curtain,3
invaded,3
discuss,3
dislike,3
deepening,3
drip,3
absence,3
occasional,3
softer,3
mug,3
Alliance,3
fools,3
plodded,3
rays,3
Iarwain,3
chanting,3
pits,3
arts,3
wields,3
nds,3
wing,3
foreseen,3
ee,3
werent,3
glory,3
abandon,3
rustic,3
opposite,3
goblins,3
watchfulness,3
defended,3
clang,3
trembled,3
boulders,3
Narsil,3
nazg,3
rains,3
Dead,3
heirloom,3
spaces,3
scroll,3
crest,3
unadorned,3
bewildered,3
hopeless,3
labour,3
Hither,3
faroff,3
suspected,3
meals,3
mournful,3
ings,3
Folco,3
Birthday,3
Pray,3
barely,3
appearance,3
Believe,3
shame,3
meantime,3
Broken,3
eventually,3
safer,3
destroying,3
stunted,3
Northgate,3
Snow,3
happens,2
diningroom,2
cheese,2
overhanging,2
somebodys,2
unstained,2
rash,2
lookout,2
clash,2
ceiling,2
dizzy,2
wearisome,2
richly,2
genealogical,2
Stay,2
Silmarils,2
dances,2
foundations,2
weari,2
fosse,2
uneasiness,2
hurts,2
Others,2
fence,2
painted,2
lowed,2
Thin,2
Bright,2
tracery,2
into,2
Splendid,2
assail,2
strangelooking,2
gained,2
grace,2
guides,2
Angband,2
Sit,2
inquiries,2
Slow,2
moves,2
prise,2
effects,2
continue,2
removal,2
warned,2
pocketses,2
sur,2
surrounded,2
encourage,2
elftongue,2
meddle,2
boulder,2
thud,2
shin,2
gladness,2
treachery,2
blast,2
nods,2
lowering,2
morn,2
Too,2
loveliness,2
102,2
careless,2
devised,2
devilry,2
needlessly,2
sorrows,2
treeshadows,2
guarding,2
Eight,2
lagged,2
mat,2
articles,2
Loud,2
Luthin,2
Gorgoroth,2
Giants,2
uncomfortably,2
Peering,2
commonroom,2
seats,2
Halfelven,2
composed,2
Seldom,2
rusty,2
awkward,2
closest,2
stumped,2
eagles,2
Westdoor,2
bruised,2
phalanx,2
terrifying,2
wisest,2
trove,2
Enter,2
Galen,2
trap,2
earthenware,2
address,2
vessels,2
Command,2
Riddlegame,2
highroad,2
gain,2
Moun,2
revive,2
cliffwall,2
paleblue,2
Anyone,2
intelligence,2
broadening,2
fruit,2
stale,2
season,2
tied,2
seventh,2
beads,2
savour,2
gown,2
scarlet,2
permanently,2
Mithrandir,2
woman,2
labels,2
cheerfully,2
lifelike,2
eddying,2
jaws,2
raw,2
glared,2
knocked,2
drops,2
umbrella,2
ornament,2
unlabelled,2
Butterburs,2
lasted,2
ducked,2
highest,2
loathsome,2
dense,2
train,2
steering,2
Evil,2
BAGGINS,2
ached,2
recognize,2
toad,2
spotted,2
Elvensmiths,2
doomboom,2
hence,2
Tirion,2
protable,2
cloudy,2
Ponies,2
signal,2
upset,2
Harry,2
brooding,2
asunder,2
ickering,2
waterside,2
touches,2
wishing,2
seething,2
Mill,2
Anaion,2
annals,2
hovered,2
earned,2
images,2
sidelong,2
Anduri,2
addition,2
climbs,2
Wonderful,2
Grubbs,2
Remember,2
hoard,2
dad,2
Chubbs,2
successful,2
tumbling,2
Burrowses,2
clipped,2
Seeing,2
oppose,2
Brockhouses,2
liquor,2
eavesdropping,2
tory,2
outward,2
excellence,2
thoughtful,2
welling,2
mouthful,2
undying,2
ant,2
blushing,2
Oakenshield,2
Lor,2
skies,2
utterly,2
thirteen,2
curly,2
nishing,2
tireless,2
cordial,2
Tinuvel,2
strengthen,2
dart,2
mount,2
preserve,2
pinned,2
persuaded,2
Until,2
unnoticed,2
shelves,2
considerable,2
riverside,2
web,2
slightly,2
spared,2
pinch,2
regard,2
cock,2
Strange,2
Picking,2
ink,2
uprooted,2
Besides,2
foothold,2
persons,2
scales,2
reforged,2
bearable,2
Bounders,2
curves,2
fortyfour,2
uphill,2
Short,2
curl,2
edraith,2
Wonder,2
Fattys,2
delays,2
bogs,2
Fiery,2
an,2
drag,2
slabs,2
clinging,2
embers,2
counted,2
smokerings,2
disappointed,2
enchantment,2
twinkle,2
van,2
nightshadows,2
entertainment,2
afternoons,2
tasted,2
gesture,2
sinks,2
varied,2
shreds,2
lettered,2
puff,2
busier,2
blackness,2
Hop,2
On,2
weakness,2
tempt,2
cellars,2
Eldest,2
arrange,2
Open,2
disliked,2
beckoning,2
honeycomb,2
frequent,2
jackets,2
overlaid,2
clustered,2
tip,2
boiling,2
delightful,2
gaily,2
frosty,2
mats,2
appearing,2
Verily,2
scooped,2
uncle,2
date,2
ofcial,2
split,2
yielded,2
dug,2
argument,2
referring,2
Without,2
slippery,2
repeating,2
ties,2
pairs,2
mistaking,2
Meanwhile,2
Eat,2
generation,2
graver,2
produce,2
liable,2
advantage,2
check,2
respect,2
hindrance,2
sticking,2
margins,2
bedrooms,2
Setting,2
unmade,2
embroidered,2
behave,2
marrow,2
muster,2
whistle,2
busied,2
trouserpocket,2
moot,2
tides,2
Naught,2
estrangement,2
sprung,2
ofce,2
damage,2
shutting,2
uproar,2
breathlessly,2
laws,2
Going,2
kinsman,2
ney,2
levels,2
uncertain,2
Barrowwight,2
ambush,2
adamant,2
device,2
ened,2
Norbury,2
Try,2
tradition,2
Doors,2
enduring,2
agoing,2
Hurray,2
Happy,2
fattest,2
surpassed,2
unmoved,2
contented,2
kingdom,2
oaks,2
southerner,2
hardened,2
splendidly,2
obvious,2
enjoying,2
Elvenhome,2
Worst,2
overcast,2
swarthy,2
town,2
129,2
p,2
grasped,2
quickened,2
Fell,2
treat,2
Tookland,2
Nearly,2
likenesses,2
greenish,2
jest,2
Evening,2
folklands,2
tap,2
courteously,2
drifts,2
referred,2
trumpets,2
quarters,2
bump,2
12,2
deserves,2
Oi,2
pattered,2
trickled,2
clatter,2
parties,2
roam,2
dreds,2
thrusting,2
gossamer,2
tones,2
Nen,2
Hithoel,2
mend,2
collection,2
fort,2
Uncle,2
diminished,2
gale,2
calls,2
richer,2
lessened,2
Slender,2
apt,2
refresh,2
contrived,2
spray,2
sunless,2
propped,2
starling,2
shields,2
debating,2
Mitheithel,2
Excellent,2
hemmed,2
summons,2
fainter,2
Cheers,2
chilling,2
immeasurably,2
roadmeeting,2
linen,2
alert,2
easiest,2
fortable,2
uncom,2
pricked,2
trollfells,2
weed,2
torture,2
admirable,2
approval,2
furlongs,2
thinning,2
Whence,2
tilled,2
chant,2
actual,2
Breehobbits,2
amidst,2
compliment,2
cram,2
aright,2
lembas,2
chase,2
success,2
unhappily,2
bolsters,2
recorded,2
screw,2
score,2
Sweet,2
incantation,2
Toby,2
Leaf,2
dong,2
squeaked,2
outline,2
rutted,2
11,2
win,2
interrupting,2
total,2
Isengrim,2
boom,2
clamour,2
residence,2
Hornblower,2
palegreen,2
silken,2
neigh,2
cluttered,2
lifts,2
Till,2
gardening,2
harpers,2
granted,2
beryl,2
Lake,2
vainly,2
invention,2
sparks,2
Raising,2
interlacing,2
Lorie,2
tracked,2
Herblore,2
ajar,2
noisily,2
Harad,2
crushed,2
correctly,2
Obstinate,2
moor,2
daunted,2
smouldering,2
streets,2
ferocious,2
leathern,2
mystery,2
dreamed,2
moonshine,2
cheek,2
squeezed,2
steed,2
responsible,2
cheated,2
madly,2
cracking,2
clay,2
Leastways,2
curses,2
Homely,2
wavered,2
Isen,2
majesty,2
avoided,2
rind,2
licked,2
Saturday,2
fumbled,2
polish,2
mortally,2
resolve,2
Sunday,2
Things,2
downstream,2
foolishly,2
curdled,2
kneeling,2
robbed,2
